Sam,,,,,,Grey bold left align = Calculated as proportion of another variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Var no.,Formula,Min,Max,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24,Sample 25,Sample 26,Sample 27,Sample 28,Sample 29,Sample 30,Sample 31,Sample 32,Sample 33,Sample 34,Sample 35,Sample 36,Sample 37,Sample 38,Sample 39,Sample 40,Sample 41,Sample 42,Sample 43,Sample 44,Sample 45,Sample 46,Sample 47,Sample 48,Sample 49,Sample 50,Sample 51,Sample 52,Sample 53,Sample 54,Sample 55,Sample 56,Sample 57,Sample 58,Sample 59,Sample 60,Sample 61,Sample 62,Sample 63,Sample 64,Sample 65,Sample 66,Sample 67,Sample 68,Sample 69,Sample 70,Sample 71,Sample 72,Sample 73,Sample 74,Sample 75,Sample 76,Sample 77,Sample 78,Sample 79,Sample 80,Sample 81,Sample 82,Sample 83,Sample 84,Sample 85,Sample 86,Sample 87,Sample 88,Sample 89,Sample 90,Sample 91,Sample 92,Sample 93,Sample 94,Sample 95,Sample 96,Sample 97,Sample 98,Sample 99,Sample 100,Sample 101,Sample 102,Sample 103,Sample 104,Sample 105,Sample 106,Sample 107,Sample 108,Sample 109,Sample 110,Sample 111,Sample 112,Sample 113,Sample 114,Sample 115,Sample 116,Sample 117,Sample 118,Sample 119,Sample 120,Sample 121,Sample 122,Sample 123,Sample 124,Sample 125,Sample 126,Sample 127,Sample 128,Sample 129,Sample 130,Sample 131,Sample 132,Sample 133,Sample 134,Sample 135,Sample 136,Sample 137,Sample 138,Sample 139,Sample 140,Sample 141,Sample 142,Sample 143,Sample 144,Sample 145,Sample 146,Sample 147,Sample 148,Sample 149,Sample 150,Sample 151,Sample 152,Sample 153,Sample 154,Sample 155,Sample 156,Sample 157,Sample 158,Sample 159,Sample 160,Sample 161,Sample 162,Sample 163,Sample 164,Sample 165,Sample 166,Sample 167,Sample 168,Sample 169,Sample 170,Sample 171,Sample 172,Sample 173,Sample 174,Sample 175,Sample 176,Sample 177,Sample 178,Sample 179,Sample 180,Sample 181,Sample 182,Sample 183,Sample 184,Sample 185,Sample 186,Sample 187,Sample 188,Sample 189,Sample 190,Sample 191,Sample 192,Sample 193,Sample 194,Sample 195,Sample 196,Sample 197,Sample 198,Sample 199,Sample 200,Sample 201,Sample 202,Sample 203,Sample 204,Sample 205,Sample 206,Sample 207,Sample 208,Sample 209,Sample 210,Sample 211,Sample 212,Sample 213,Sample 214,Sample 215,Sample 216,Sample 217,Sample 218,Sample 219,Sample 220,Sample 221,Sample 222,Sample 223,Sample 224,Sample 225,Sample 226,Sample 227,Sample 228,Sample 229,Sample 230,Sample 231,Sample 232,Sample 233,Sample 234,Sample 235,Sample 236,Sample 237,Sample 238,Sample 239,Sample 240,Sample 241,Sample 242,Sample 243,Sample 244,Sample 245,Sample 246,Sample 247,Sample 248,Sample 249,Sample 250
26.RATIOEQ.20,"Same reduction, diff ref value",31,62,42.614,57.328,32.384,48.324,31.61,60.7,44.905,42.969,55.471,41.311,60.614,33.28,41.303,31.621,59.094,59.164,33.234,34.482,32.897,61.981,61.952,38.904,44.355,31.449,46.442,54.584,48.62,60.572,43.309,38.583,55.831,37.507,40.461,33.431,32.205,50.561,38.815,32.463,40.998,61.186,45.556,53.303,38.695,48.129,47.689,49.469,59.817,48.858,37.124,59.708,32.077,53.121,40.077,40.898,56.759,38.961,60.261,58.102,40.407,58.083,44.89,57.203,39.951,49.767,48.746,49.169,49.145,56.683,41.89,45.652,32.522,40.148,42.258,54.169,50.529,55.939,45.961,53.36,48.06,32.404,37.368,36.98,61.339,52.458,36.716,59.107,59.683,54.021,44.424,31.951,38.479,49.595,57.048,50.71,53.853,38.385,47.054,51.272,48.774,40.16,47.493,56.207,39.384,40.655,53.6,50.156,44.539,32.984,40.676,50.531,40.778,34.17,51.712,44.215,37.295,42.247,41.391,49.999,57.786,56.47,53.383,39.372,54.091,36.991,45.111,42.852,38.276,43.096,51.022,34.352,39.96,60.639,45.078,41.015,31.122,35.444,53.062,31.864,50.229,40.879,31.56,36.193,41.431,34.991,56.074,44.82,52.183,45.639,37.137,36.167,31.229,58.029,43.672,46.074,61.473,47.458,46.319,58.567,49.124,34.073,46.242,41.954,42.437,58.058,39.706,40.586,56.107,51.101,33.003,43.113,32.095,56.54,60.315,49.685,41.907,41.774,32.062,33.556,55.032,52.624,60.134,47.093,32.872,54.743,51.078,59.124,49.921,44.322,48.321,60.413,42.607,60.75,52.325,45.54,41.118,49.91,37.642,47.005,31.846,54.058,52.902,35.312,43.392,42.713,39.683,52.254,49.939,53.729,37.121,61.581,43.316,51.568,48.339,61.952,50.387,50.052,37.556,35.59,49.92,50.949,55.503,47.479,55.769,55.011,32.633,53.211,39.432,42.276,38.235,41.25,37.743,48.818,56.383,53.398,31.224,54.832,51.406,51.218,43.281,61.094,34.318,40.766,52.462,33.549,32.769,52.372,50.714,60.39,37.198,52.109
27.RATIOEQ.21,"Same reduction, diff ref value",31,62,60.537,59.892,39.99,44.498,36.939,38.101,36.578,56.716,42.798,34.736,55.624,40.748,54.425,37.966,37.908,41.447,37.144,40.886,35.485,33.694,45.83,37.303,52.399,33.803,59.783,31.663,51.173,46.635,31.491,58.351,58.822,42.014,41.467,32.119,57.294,46.953,31.441,41.996,41.335,57.844,59.911,39.905,32.53,44.649,56.989,43.583,59.487,38.456,51.67,60.596,46.728,44.258,48.629,58.058,54.711,35.046,48.675,33.353,39.567,49.071,57.681,59.463,43.144,54.506,38.587,58.233,61.651,51.252,59.139,50.67,49.392,35.938,45.314,48.879,56.622,57.733,50.158,51.7,33.446,59.121,42.012,59.344,58.674,56.137,51.215,37.276,34.059,53.202,57.134,58.188,60.724,38.156,50.968,33.904,37.175,61.746,47.708,43.153,45.167,31.302,56.079,47.595,32.81,36.986,52.498,36.876,35.081,33.776,39.624,50.602,54.494,48.221,58.015,35.248,46.804,57.273,46.684,51.179,57.161,59.738,49.979,40.103,47.724,32.266,55.364,50.416,45.833,40.23,55.611,50.423,56.177,31.881,44.565,34.837,61.186,31.698,55.868,51.229,38.252,58.066,40.774,55.695,57.086,53.54,54.992,36.077,41.312,36.318,38.443,34.376,42.514,57.66,51.847,31.877,60.495,36.011,33.208,36.438,44.355,40.34,59.841,47.962,56.622,54.613,32.306,44.976,42.064,41.645,45.851,41.539,57.36,45.942,46.191,43.335,48.039,43.324,60.674,35.847,38.749,49.288,36.044,59.649,40.74,48.293,41.823,40.342,35.235,42.926,42.258,34.971,59.031,38.868,45.929,31.65,54.32,40.366,43.322,43.813,31.909,45.98,48.783,36.765,41.974,46.475,44.491,32.046,44.353,34.607,46.205,58.156,55.938,34.176,58.295,53.224,33.519,31.231,39.039,57.632,55.003,32.264,31.572,34.087,52.215,53.391,51.726,41.693,60.774,39.75,56.946,41.697,58.001,52.014,60.019,60.515,53.739,47.392,52.24,49.04,56.434,40.096,32.526,40.1,51.691,51.757,36.509,57.059,31.264,53.971,40.275,49.143
28.RATIOEQ.22,"Same reduction, diff ref value",55,110,67.047,57.043,57.439,80.788,92.336,100.451,87.322,88.941,73.907,93.987,100.586,71.208,69.17,63.833,105.286,108.33,75.21,59.421,89.476,67.104,76.868,100.242,80.109,96.028,76.032,60.366,64.979,87.585,83.404,91.298,94.489,104.378,108.773,105.788,73.428,73.867,69.641,85.624,103.563,85.73,82.389,75.906,81.541,76.542,95.024,88.527,73.96,70.642,77.877,109.543,75.994,80.136,89.802,69.567,108.303,99.691,70.901,66.725,81.93,61.261,81.807,92.668,73.205,65.634,107.021,92.058,57.578,64.906,75.139,76.278,105.189,92.03,76.907,80.946,82.126,104.538,74.105,91.435,87.931,86.078,108.921,73.42,100.942,70.794,91.694,79.729,83.895,72.639,58.094,104.881,97.729,103.986,63.475,68.406,94.24,84.014,73.421,104.688,92.733,78.38,65.004,94.242,93.769,85.095,96.188,95.819,107.696,84.973,78.864,56.077,93.414,103.13,100.743,65.232,95.753,101.805,104.795,102.465,85.441,64.303,100.126,66.548,72.913,91.108,74.379,87.635,107.326,109.457,85.65,94.948,66.044,59.261,109.668,85.208,107.564,69.783,78.428,105.565,72.001,82.526,103.059,85.013,108.024,79.98,57.398,86.731,69.562,74.912,82.001,69.517,88.107,73.662,99.503,69.591,74.727,58.446,73.832,76.847,88.165,73.965,89.314,80.355,85.989,72.69,102.344,85.43,100.465,80.715,80.147,64.058,102.367,107.869,86.808,68.105,66.959,68.469,73.249,82.173,85.033,92.808,76.139,73.298,71.582,103.924,57.568,83.089,98.707,96.214,73.124,56.264,85.431,77.711,97.688,63.15,58.978,86.273,83.958,73.297,103.514,102.169,65.866,91.089,74.216,56.545,91.604,86.735,99.267,98.147,87.144,101.633,96.247,96.62,55.348,86.185,104.181,104.346,85.228,90.716,81.314,73.948,75.04,101.03,71.777,91.057,98.124,79.707,94.777,107.545,64.062,72.369,75.323,60.596,107.585,88.242,93.932,75.645,76.136,108.934,69.035,97.685,93.975,106.8,100.999,75.986,72.378,82.765,93.384,65.63,85.947,87.965
29.RATIOEQ.23,"Same reduction, diff ref value",70.5,141,127.668,86.525,78.099,123.316,132.253,97.155,78.9,135.435,129.46,117.657,130.734,87.386,128.22,135.761,85.511,112.96,133.726,132.308,139.226,108.689,81.565,92.822,137.448,96.483,112.107,120.657,97.859,99.971,106.243,118.34,131.582,78.018,134.142,122.567,115.345,125.936,128.575,94.301,108.38,74.801,94.367,73.299,135.491,100.247,106.444,131.687,103.238,73.682,140.803,136.181,80.58,113.542,129.146,72.092,127.843,95.245,104.179,137.632,74.478,130.745,108.602,126.464,131.427,128.045,136.721,127.329,86.461,108.326,77.034,108.907,108.826,81.824,84.486,76.342,115.243,121.097,110.135,119.469,116.713,81.496,98.67,95.167,70.531,91.72,125.655,138.875,125.163,78.039,121.713,140.499,89.231,78.531,110.731,121.42,134.966,134.94,106.598,117.84,109.498,126.359,135.199,82.587,102.693,112.198,139.204,135.547,91.386,135.612,93.879,124.899,127.741,101.086,98.795,78.469,113.472,86.599,132.539,110.256,100.69,74.782,128.543,77.924,138.82,73.68,127.522,72.636,99.432,112.925,112.262,86.803,70.747,93.27,87.484,115.978,120.101,82.739,122.245,73.286,76.745,134.235,75.28,110.14,122.506,87.992,84.979,114.186,107.242,130.285,120.941,104.21,92.845,99.225,105.136,105.932,126.988,74.65,109.578,71.871,77.798,123.035,74.031,83.558,76.778,82.423,86.324,102.244,79.455,112.042,80.557,76.97,95.77,111.392,92.601,98.666,117.657,79.798,128.8,125.175,80.76,81.905,126.882,99.984,91.449,109.047,120.795,73.322,130.641,134.634,85.755,134.546,101.624,140.768,106.657,131.424,113.811,87.077,132.233,102.399,90.419,129.156,135.889,129.88,140.022,78.858,136.041,79.954,140.37,98.92,97.493,116.989,90.272,106.339,123.054,112.787,94.724,82.057,114.722,88.672,126.556,127.881,120.907,117.23,82.857,112.503,76.17,127.466,71.037,77.103,107.946,125.806,103.013,112.175,129.544,97.871,139.154,101.684,95.645,102.501,131.754,104.972,107.726,128.42,125.446,116.147,130.715,85.629,95.903,136.838,78.921,139.577
30.RATIOEQ.24,"Same reduction, diff ref value",95,190,100.882,111.31,148.247,125.617,120.064,175.491,161.977,136.339,116.143,134.47,117.267,132.587,156.083,141.431,106.155,149.928,179.764,117.708,116.52,175.404,144.634,104.908,132.011,95.81,96.704,133.108,121.055,179.508,156.162,118.301,179.26,146.136,140.7,98.518,173.807,119.111,180.819,121.847,105.671,114.939,112.388,115.073,181.902,162.303,100.39,106.602,181.637,189.111,136.286,97.597,150.814,184.534,131.377,148.731,163.719,108.669,153.252,120.747,149.477,109.194,98.687,169.852,122.195,122.759,160.525,148.493,113.667,166.511,169.809,152.026,120.612,101.895,155.742,162.451,137.958,140.431,188.885,112.337,111.515,143.729,173.469,115.36,105.127,176.899,161.688,179.744,141.113,120.572,156.914,144.386,151.74,184.062,162.898,124.96,153.453,185.126,139.216,135.185,171.59,100.563,102.657,133.26,136.844,146.8,169.845,179.203,185.907,167.561,184.458,107.293,188.937,178.483,96.239,134.898,183.519,107.704,96.517,179.564,109.142,170.653,181.71,163.834,114.038,118.124,160.854,100.698,139.189,129.767,119.85,188.051,115.668,132.926,160.914,163.043,181.805,137.956,107.492,111.148,115.651,100.431,166.426,122.94,154.418,130.937,158.57,97.746,136.837,139.292,124.711,176.367,158.642,99.032,146.366,181.055,140.474,141.125,175.748,184.941,189.656,171.347,143.479,185.571,116.768,139.454,131.725,187.552,170.712,131.734,155.837,103.297,153.107,121.991,189.084,132.032,112.281,112.642,142.918,173.029,125.756,156.847,141.271,184.78,152.732,184.326,127.919,133.77,186.856,163.18,131.736,117.827,175.571,181.831,117.004,148.915,128.851,126.324,163.004,170.095,135.758,150.981,139.882,157.837,125.042,109.224,182.03,164.423,155.053,124.462,174.651,141.349,149.364,175.422,112.748,155.764,178.036,133.92,143.624,133.206,107.434,145.918,136.437,134.643,146.502,108.995,150.658,166.149,103.747,101.821,146.741,158.843,176.987,144.583,181.591,97.424,135.19,139.526,176.295,178.487,134.7,138.551,181.361,142.032,117.747,129.996,129.078,135.483,130.367,155.791,116.433,185.855
31.RATIOEQ.25,"Same reduction, diff ref value",105.5,211,196.407,156.838,110.899,150.313,183.981,178.519,143.971,207.327,176.077,161.855,142.541,179.898,199.029,176.736,143.24,151.988,172.631,156.788,150.055,196.159,208.158,146.972,158.941,122.584,188.531,185.509,116.756,174.435,198.511,161.585,124.288,174.463,131.857,163.23,131.945,131.071,149.478,129.953,132.057,181.43,174.827,118.403,113.094,163.871,107.334,163.796,111.935,152.548,140.581,184.686,156.321,207.751,167.43,183.799,178.491,156.856,119.695,192.448,111.98,137.919,117.946,149.082,199.275,106.175,113.053,184.313,196.755,195.793,141.29,135.914,128.05,136.637,173.353,167.756,198.072,168.106,186.684,106.836,183.488,164.017,149.757,210.293,167.695,142.643,137.807,163.362,121.784,176.604,110.278,112.495,141.235,145.357,150.598,138.581,105.615,179.746,152.206,170.768,189.695,169.302,150.135,118.925,187.739,207.412,206.008,178.705,143.169,132.467,108.471,133.626,159.406,147.891,176.34,170.437,119.89,137.813,153.912,132.578,193.196,136.414,208.786,111.615,148.805,110.503,197.991,126.298,131.525,133.646,153.039,182.94,165.358,196.031,157.02,158.04,172.047,153.031,135.282,150.511,170.771,200.459,166.085,107.855,127.124,180.46,178.009,198.014,140.025,159.765,107.472,206.962,205.913,174.956,203.6,149.319,206.035,173.015,115.485,155.144,127.252,116.115,203.333,171.006,195.264,135.27,148.722,182.957,115.258,119.696,126.913,114.497,204.072,191.185,185.259,107.026,195.115,188.136,144.558,197.476,113.649,168.601,172.838,207.699,186.911,112.801,201.702,142.115,186.172,175.398,138.492,196.443,166.122,192.436,145.522,175.97,114.857,144.018,149.144,150.772,167.365,167.344,140.604,147.775,176.716,161.53,169.928,193.559,106.914,156.197,207.401,196.724,175.124,177.709,131.459,141.814,187.672,206.63,184.087,110.221,170.795,192.113,210.673,148.589,147.305,149.398,189.271,141.723,127.062,125.518,151.592,158.987,129.403,131.738,199.858,171.252,109.897,148.551,208.462,172.742,148.728,149.618,118.937,151.518,168.016,143.909,161.682,170.944,171.344,192.287,153.679,161.357
32.RATIOEQ.20,"Same reduction, diff ref value",13,26,17.87,24.041,13.58,20.265,13.256,25.455,18.831,18.019,23.262,17.324,25.419,13.956,17.321,13.26,24.781,24.811,13.937,14.46,13.795,25.992,25.98,16.315,18.6,13.188,19.476,22.89,20.389,25.401,18.162,16.18,23.413,15.729,16.968,14.019,13.505,21.203,16.277,13.613,17.193,25.659,19.104,22.353,16.227,20.183,19.999,20.745,25.084,20.489,15.568,25.039,13.451,22.277,16.806,17.151,23.802,16.339,25.271,24.365,16.945,24.357,18.825,23.988,16.753,20.87,20.442,20.619,20.609,23.77,17.567,19.144,13.638,16.836,17.721,22.716,21.189,23.458,19.274,22.377,20.154,13.589,15.671,15.508,25.723,21.999,15.397,24.787,25.028,22.654,18.629,13.399,16.136,20.798,23.924,21.266,22.583,16.097,19.732,21.501,20.454,16.841,19.917,23.571,16.516,17.049,22.477,21.033,18.678,13.832,17.058,21.191,17.1,14.329,21.686,18.542,15.64,17.717,17.358,20.967,24.233,23.681,22.387,16.511,22.683,15.512,18.918,17.97,16.051,18.072,21.396,14.406,16.757,25.429,18.904,17.2,13.051,14.863,22.252,13.362,21.064,17.143,13.235,15.178,17.374,14.674,23.515,18.796,21.883,19.139,15.574,15.167,13.096,24.335,18.314,19.321,25.779,19.902,19.424,24.56,20.601,14.289,19.392,17.594,17.796,24.347,16.651,17.02,23.529,21.429,13.84,18.08,13.459,23.71,25.293,20.836,17.574,17.518,13.445,14.072,23.078,22.068,25.218,19.749,13.785,22.957,21.42,24.794,20.935,18.587,20.264,25.334,17.867,25.476,21.943,19.097,17.243,20.93,15.785,19.712,13.355,22.67,22.185,14.808,18.197,17.912,16.641,21.913,20.942,22.532,15.567,25.824,18.165,21.625,20.271,25.98,21.13,20.989,15.749,14.925,20.934,21.366,23.276,19.911,23.387,23.069,13.685,22.314,16.536,17.729,16.034,17.298,15.828,20.472,23.645,22.393,13.094,22.994,21.557,21.478,18.15,25.62,14.391,17.095,22,14.069,13.742,21.963,21.267,25.325,15.599,21.852
33.RATIOEQ.21,"Same reduction, diff ref value",13,26,25.386,25.116,16.77,18.661,15.49,15.978,15.339,23.784,17.947,14.567,23.326,17.088,22.823,15.921,15.897,17.381,15.576,17.146,14.881,14.13,19.219,15.643,21.974,14.175,25.07,13.278,21.46,19.557,13.206,24.47,24.667,17.619,17.389,13.469,24.027,19.69,13.185,17.611,17.334,24.257,25.124,16.734,13.642,18.724,23.898,18.277,24.946,16.127,21.668,25.411,19.596,18.56,20.393,24.347,22.943,14.697,20.412,13.987,16.592,20.578,24.189,24.936,18.093,22.857,16.182,24.42,25.854,21.493,24.8,21.249,20.713,15.071,19.002,20.498,23.745,24.211,21.034,21.681,14.026,24.793,17.618,24.886,24.605,23.541,21.477,15.632,14.283,22.31,23.96,24.401,25.465,16.001,21.374,14.218,15.589,25.893,20.006,18.096,18.941,13.127,23.517,19.959,13.759,15.51,22.015,15.464,14.711,14.164,16.616,21.22,22.852,20.222,24.329,14.781,19.627,24.018,19.577,21.462,23.971,25.052,20.959,16.818,20.013,13.531,23.217,21.142,19.22,16.87,23.321,21.145,23.558,13.37,18.688,14.609,25.659,13.293,23.429,21.483,16.041,24.35,17.099,23.356,23.939,22.452,23.061,15.129,17.324,15.23,16.121,14.416,17.828,24.18,21.742,13.368,25.369,15.101,13.926,15.28,18.601,16.917,25.095,20.113,23.745,22.902,13.548,18.861,17.64,17.464,19.228,17.419,24.054,19.266,19.37,18.173,20.146,18.168,25.444,15.032,16.249,20.669,15.115,25.014,17.085,20.252,17.539,16.917,14.776,18.001,17.721,14.665,24.755,16.299,19.261,13.272,22.779,16.928,18.167,18.373,13.381,19.282,20.457,15.417,17.602,19.489,18.657,13.439,18.6,14.513,19.376,24.388,23.458,14.332,24.446,22.32,14.056,13.097,16.371,24.168,23.066,13.53,13.24,14.294,21.897,22.39,21.692,17.484,25.486,16.669,23.881,17.486,24.323,21.812,25.169,25.377,22.536,19.874,21.907,20.565,23.666,16.815,13.64,16.816,21.677,21.704,15.31,23.928,13.111,22.633,16.889,20.608
34.RATIOEQ.22,"Same reduction, diff ref value",19.5,39,23.771,20.224,20.365,28.643,32.737,35.615,30.96,31.534,26.204,33.323,35.662,25.246,24.524,22.632,37.329,38.408,26.665,21.068,31.723,23.791,27.253,35.54,28.402,34.046,26.957,21.402,23.038,31.053,29.571,32.369,33.501,37.007,38.565,37.507,26.033,26.189,24.691,30.358,36.718,30.395,29.211,26.912,28.91,27.138,33.69,31.387,26.222,25.046,27.611,38.838,26.943,28.412,31.839,24.665,38.398,35.345,25.138,23.657,29.048,21.72,29.004,32.855,25.954,23.27,37.944,32.639,20.414,23.012,26.64,27.044,37.294,32.629,27.267,28.699,29.117,37.063,26.274,32.418,31.175,30.519,38.618,26.031,35.788,25.1,32.51,28.268,29.745,25.754,20.597,37.185,34.649,36.868,22.505,24.253,33.412,29.787,26.031,37.117,32.878,27.789,23.047,33.413,33.245,30.17,34.103,33.972,38.183,30.127,27.961,19.882,33.12,36.564,35.718,23.128,33.949,36.095,37.154,36.328,30.293,22.798,35.499,23.594,25.851,32.302,26.371,31.07,38.052,38.808,30.367,33.663,23.416,21.011,38.882,30.21,38.136,24.741,27.806,37.427,25.528,29.259,36.539,30.141,38.299,28.356,20.35,30.75,24.663,26.56,29.073,24.647,31.238,26.117,35.278,24.673,26.494,20.722,26.177,27.246,31.259,26.224,31.666,28.49,30.487,25.772,36.286,30.289,35.619,28.617,28.416,22.711,36.294,38.244,30.777,24.146,23.74,24.275,25.97,29.134,30.148,32.905,26.995,25.987,25.379,36.846,20.41,29.459,34.996,34.112,25.926,19.948,30.289,27.552,34.635,22.39,20.91,30.588,29.767,25.987,36.701,36.224,23.353,32.295,26.313,20.048,32.478,30.751,35.195,34.797,30.896,36.033,34.124,34.256,19.623,30.556,36.937,36.996,30.217,32.163,28.829,26.218,26.605,35.82,25.448,32.284,34.789,28.26,33.603,38.13,22.713,25.658,26.705,21.484,38.144,31.286,33.303,26.82,26.994,38.622,24.476,34.634,33.318,37.865,35.809,26.941,25.661,29.344,33.109,23.269,30.472,31.187
35.RATIOEQ.23,"Same reduction, diff ref value",29,58,52.516,35.592,32.126,50.726,54.402,39.964,32.455,55.711,53.253,48.398,53.777,35.946,52.743,55.845,35.175,46.466,55.008,54.425,57.27,44.709,33.551,38.182,56.539,39.688,46.115,49.632,40.254,41.123,43.703,48.679,54.126,32.093,55.179,50.418,47.447,51.804,52.889,38.791,44.582,30.769,38.817,30.151,55.734,41.236,43.786,54.169,42.467,30.309,57.919,56.018,33.146,46.705,53.124,29.655,52.588,39.179,42.854,56.615,30.636,53.782,44.673,52.021,54.062,52.671,56.24,52.377,35.565,44.56,31.688,44.799,44.765,33.658,34.753,31.403,47.405,49.813,45.304,49.143,48.01,33.523,40.588,39.147,29.013,37.729,51.688,57.126,51.486,32.101,50.066,57.794,36.705,32.303,45.549,49.946,55.518,55.507,43.849,48.473,45.042,51.977,55.614,33.972,42.243,46.152,57.261,55.757,37.592,55.784,38.617,51.377,52.546,41.581,40.639,32.278,46.676,35.622,54.52,45.354,41.419,30.761,52.876,32.054,57.103,30.308,52.456,29.879,40.901,46.451,46.179,35.706,29.102,38.366,35.986,47.707,49.403,34.034,50.285,30.146,31.569,55.217,30.966,45.306,50.392,36.195,34.956,46.97,44.114,53.593,49.749,42.867,38.192,40.816,43.247,43.575,52.236,30.707,45.075,29.564,32.002,50.61,30.453,34.371,31.583,33.905,35.509,42.058,32.684,46.088,33.137,31.661,39.395,45.821,38.091,40.586,48.398,32.825,52.982,51.49,33.221,33.691,52.193,41.128,37.617,44.856,49.689,30.161,53.739,55.381,35.275,55.345,41.803,57.905,43.873,54.061,46.816,35.819,54.394,42.122,37.193,53.128,55.898,53.426,57.598,32.438,55.96,32.889,57.741,40.69,40.104,48.123,37.133,43.742,50.618,46.394,38.964,33.754,47.191,36.475,52.058,52.604,49.735,48.222,34.083,46.278,31.332,52.433,29.221,31.716,44.403,51.75,42.374,46.143,53.288,40.259,57.241,41.827,39.344,42.164,54.197,43.18,44.313,52.825,51.602,47.777,53.769,35.223,39.449,56.288,32.464,57.415
36.RATIOEQ.24,"Same reduction, diff ref value",44.5,89,47.255,52.14,69.442,58.842,56.241,82.204,75.873,63.864,54.404,62.988,54.93,62.106,73.113,66.249,49.725,70.229,84.205,55.137,54.58,82.163,67.75,49.141,61.837,44.879,45.298,62.35,56.705,84.086,73.15,55.415,83.969,68.453,65.907,46.148,81.415,55.794,84.7,57.076,49.498,53.84,52.645,53.903,85.207,76.026,47.025,49.935,85.082,88.583,63.839,45.717,70.645,86.439,61.54,69.669,76.69,50.903,71.787,56.561,70.018,51.149,46.227,79.562,57.238,57.503,75.193,69.557,53.244,77.997,79.542,71.212,56.497,47.73,72.953,76.095,64.622,65.781,88.478,52.621,52.236,67.325,81.256,54.037,49.244,82.863,75.738,84.196,66.1,56.478,73.502,67.634,71.078,86.218,76.305,58.534,71.881,86.717,65.212,63.323,80.377,47.106,48.087,62.422,64.101,68.764,79.559,83.943,87.083,78.489,86.404,50.258,88.502,83.605,45.081,63.189,85.964,50.451,45.21,84.111,51.124,79.937,85.117,76.743,53.418,55.332,75.348,47.169,65.199,60.786,56.14,88.087,54.181,62.265,75.375,76.373,85.161,64.622,50.351,52.064,54.173,47.044,77.957,57.588,72.333,61.334,74.278,45.787,64.097,65.247,58.417,82.614,74.311,46.389,68.561,84.81,65.801,66.106,82.324,86.63,88.839,80.263,67.208,86.925,54.697,65.323,61.703,87.853,79.965,61.707,72.997,48.386,71.719,57.143,88.571,61.846,52.595,52.764,66.946,81.05,58.907,73.471,66.174,86.555,71.543,86.342,59.92,62.661,87.527,76.437,61.708,55.192,82.241,85.174,54.807,69.755,60.356,59.173,76.355,79.676,63.592,70.723,65.524,73.934,58.572,51.163,85.267,77.019,72.63,58.301,81.81,66.211,69.965,82.171,52.813,72.963,83.396,62.731,67.277,62.396,50.324,68.351,63.91,63.07,68.625,51.055,70.572,77.828,48.597,47.695,68.737,74.405,82.904,67.726,85.061,45.635,63.326,65.357,82.58,83.607,63.096,64.9,84.953,66.531,55.155,60.893,60.463,63.463,61.067,72.976,54.54,87.058
